Nanjing University of Science and Technology,China,Eastern Asia
University of Natural Resources and Life Sciences, Vienna,Austria,Western Europe
University of Szeged,Hungary,Eastern Europe
Soochow University (Suzhou),China,Eastern Asia
University of the Balearic Islands,Spain,Western Europe
Fuzhou University,China,Eastern Asia
University of Memphis,united states,Caribbean
San Francisco State University,united states,Caribbean
East Carolina University,united states,Caribbean
University of Augsburg,Germany,Western Europe
University of Missouri–St. Louis,united states,Caribbean
Kyoto Prefectural University of Medicine,Japan,Eastern Asia
Shanghai University,China,Eastern Asia
University of South Australia,Australia,Oceania
Liverpool John Moores University,United Kingdom,Western Europe
Graz University of Technology,Austria,Western Europe
Kitasato University,Japan,Eastern Asia
University of North Carolina at Charlotte,united states,Caribbean
G. d'Annunzio University, Chieti Pescara,Italy,Western Europe
University of Cantabria,Spain,Western Europe
Miguel Hernández University of Elche,Spain,Western Europe
Donghua University,China,Eastern Asia
Comenius University in Bratislava,Slovak Republic,Eastern Europe
University of Alabama in Huntsville,united states,Caribbean
Mie University,Japan,Eastern Asia
University of Stirling,United Kingdom,Western Europe
Hunter College,united states,Caribbean
Swinburne University of Technology,Australia,Oceania
University of Ulster,United Kingdom,Western Europe
University of Évry Val d'Essonne,france,Western Europe
University of Salerno,Italy,Western Europe
National University of La Plata,Argentina,South America
Masaryk University,Czech Republic,Eastern Europe
Yamaguchi University,Japan,Eastern Asia
University of Yamanashi,Japan,Eastern Asia
Showa University,Japan,Eastern Asia
North Dakota State University   Main Campus,united states,Caribbean
University of North Texas, Denton,united states,Caribbean
University of Mississippi Medical Center,united states,Caribbean
University of Tehran,Iran,Southern Asia
Paul Valéry University, Montpellier III,france,Western Europe
Wuhan University of Technology,China,Eastern Asia
University of Hyogo,Japan,Eastern Asia
The Catholic University of America,united states,Caribbean
University of Neuchâtel,Switzerland,Western Europe
National Polytechnic Institute,Mexico,Central America
Jikei University School of Medicine,Japan,Eastern Asia
University of Valladolid,Spain,Western Europe
University of Calabria,Italy,Western Europe
University of Lübeck,Germany,Western Europe
Kurume University,Japan,Eastern Asia
Peking Union Medical College,China,Eastern Asia
Yamagata University,Japan,Eastern Asia
University of Córdoba (Spain),Spain,Western Europe
University of Mons,Belgium,Western Europe
Saga University,Japan,Eastern Asia
Clarkson University,united states,Caribbean
University of South Alabama,united states,Caribbean
Inje University,South Korea,Eastern Asia
University of Caen Lower Normandy,france,Western Europe
University of Castilla–La Mancha,Spain,Western Europe
Czech Technical University in Prague,Czech Republic,Eastern Europe
Saitama Medical University,Japan,Eastern Asia
Istanbul Technical University,Turkey,Western Asia
Kaohsiung Medical University,Taiwan,Eastern Asia
University of Electro Communications,Japan,Eastern Asia
Yeungnam University,South Korea,Eastern Asia
Jawaharlal Nehru Centre for Advanced Scientific Research,India,Southern Asia
Putra University, Malaysia,Malaysia,South Eastern Asia
Institut national des sciences Appliquées de Lyon,france,Western Europe
University of Perpignan Via Domitia,france,Western Europe
University of Miyazaki,Japan,Eastern Asia
Second Military Medical University,China,Eastern Asia
Northern Arizona University,united states,Caribbean
École Polytechnique de Montréal,Canada,Caribbean
University of Salento,Italy,Western Europe
Fukuoka University,Japan,Eastern Asia
Nagoya Institute of Technology,Japan,Eastern Asia
Ankara University,Turkey,Western Asia
Blaise Pascal University,france,Western Europe
University of Electronic Science and Technology of China,China,Eastern Asia
National Sun Yat sen University,Taiwan,Eastern Asia
University of Rouen,france,Western Europe
Bowling Green State University,united states,Caribbean
Norwegian University of Life Sciences,Norway,Western Europe
University of Picardie Jules Verne,france,Western Europe
Michigan Technological University,united states,Caribbean
University of Concepción,Chile,South America
China Medical University (Taiwan),Taiwan,Eastern Asia
University of Hohenheim,Germany,Western Europe
Aberystwyth University,United Kingdom,Western Europe
Wilfrid Laurier University,Canada,Caribbean
Cairo University,Egypt,Northern Africa
University of Murcia,Spain,Western Europe
Palacký University, Olomouc,Czech Republic,Eastern Europe
Taipei Medical University,Taiwan,Eastern Asia
University of Bradford,United Kingdom,Western Europe
King Fahd University of Petroleum and Minerals,Saudi Arabia,Western Asia
Ege University,Turkey,Western Asia
University of Belgrade,Serbia,Eastern Europe
University of Eastern Piedmont Amedeo Avogadro,Italy,Western Europe
Budapest University of Technology and Economics,Hungary,Eastern Europe
University of Salzburg,Austria,Western Europe
University of Massachusetts Lowell,united states,Caribbean
Jaume I University,Spain,Western Europe
Chongqing University,China,Eastern Asia
Beijing Institute of Technology,China,Eastern Asia
Manchester Metropolitan University,United Kingdom,Western Europe
Zhengzhou University,China,Eastern Asia
Dublin City University,Ireland,Western Europe
National University of Ireland, Maynooth,Ireland,Western Europe
Kangwon National University,South Korea,Eastern Asia
Royal Veterinary College, University of London,United Kingdom,Western Europe
Wright State University   Dayton,united states,Caribbean
Capital Medical University,China,Eastern Asia
University of Brighton,United Kingdom,Western Europe
Sofia University,Bulgaria,Eastern Europe
University of Regina,Canada,Caribbean
Magna Græcia University of Catanzaro,Italy,Western Europe
Chungbuk National University,South Korea,Eastern Asia
Kōchi University,Japan,Eastern Asia
University of New Brunswick,Canada,Caribbean
Sejong University,South Korea,Eastern Asia
Sharif University of Technology,Iran,Southern Asia
Chung Ang University,South Korea,Eastern Asia
Queens College, City University of New York,united states,Caribbean
Murdoch University,Australia,Oceania
Chosun University,South Korea,Eastern Asia
Vilnius University,Lithuania,Eastern Europe
University of Maribor,Slovenia,Eastern Europe
Ritsumeikan University,Japan,Eastern Asia
University of Sassari,Italy,Western Europe
Nanjing Normal University,China,Eastern Asia
University of Franche Comté,france,Western Europe
University of Texas at El Paso,united states,Caribbean
Rio de Janeiro State University,Brazil,South America
Jinan University,China,Eastern Asia
University of Massachusetts Boston,united states,Caribbean
University of Alcalá,Spain,Western Europe
Tehran University of Medical Sciences,Iran,Southern Asia
University of the Ryukyus,Japan,Eastern Asia
University of Angers,france,Western Europe
Fluminense Federal University,Brazil,South America
Florida Institute of Technology,united states,Caribbean
Trent University,Canada,Caribbean
National Chung Cheng University,Taiwan,Eastern Asia
Bilkent University,Turkey,Western Asia
National Taiwan Normal University,Taiwan,Eastern Asia
Saitama University,Japan,Eastern Asia
RMIT University,Australia,Oceania
Hamamatsu University School of Medicine,Japan,Eastern Asia
University of Greifswald,Germany,Western Europe
University of Pécs,Hungary,Eastern Europe
University of Fukui,Japan,Eastern Asia
Oakland University,united states,Caribbean
Nanjing University of Technology,China,Eastern Asia
University of Technology, Sydney,Australia,Oceania
University of North Carolina at Greensboro,united states,Caribbean
All India Institute of Medical Sciences New Delhi,India,Southern Asia
Kyoto Institute of Technology,Japan,Eastern Asia
Ocean University of China,China,Eastern Asia
Chiang Mai University,Thailand,South Eastern Asia
University of Camerino,Italy,Western Europe
Hirosaki University,Japan,Eastern Asia
University of North Dakota,united states,Caribbean
University of Extremadura,Spain,Western Europe
Teikyo University,Japan,Eastern Asia
Jiangnan University,China,Eastern Asia
Adam Mickiewicz University in Poznań,Poland,Eastern Europe
University of Waikato,New Zealand,Oceania
University of Veterinary Medicine Vienna,Austria,Western Europe
University of Cádiz,Spain,Western Europe
Florida Atlantic University,united states,Caribbean
Huazhong Agricultural University,China,Eastern Asia
Brock University,Canada,Caribbean
University of Lleida,Spain,Western Europe
Shanghai Normal University,China,Eastern Asia
Jean Monnet University,france,Western Europe
Shimane University,Japan,Eastern Asia
University of Orléans,france,Western Europe
University of Siegen,Germany,Western Europe
Makerere University,Uganda,Eastern Africa
University of Wales, Trinity Saint David,United Kingdom,Western Europe
National Taiwan University of Science and Technology,Taiwan,Eastern Asia
University of Brasília,Brazil,South America
University of Western Brittany,france,Western Europe
Nanjing Agricultural University,China,Eastern Asia
National University of Córdoba,Argentina,South America
Federal University of Santa Catarina,Brazil,South America
National Taiwan Ocean University,Taiwan,Eastern Asia
Gazi University,Turkey,Western Asia
National University of Colombia,Colombia,South America
University of Jaén,Spain,Western Europe
Boğaziçi University,Turkey,Western Asia
Jadavpur University,India,Southern Asia
Pukyong National University,South Korea,Eastern Asia
University of Western Sydney,Australia,Oceania
Northeastern University (China),China,Eastern Asia
University of Mannheim,Germany,Western Europe
University of Osnabrück,Germany,Western Europe
Charles Darwin University,Australia,Oceania
University of Hyderabad,India,Southern Asia
Northwest University (China),China,Eastern Asia
University of Southern Mississippi,united states,Caribbean
University of Wrocław,Poland,Eastern Europe
Carlos III University of Madrid,Spain,Western Europe
Novosibirsk State University,Russia,Eastern Europe
Nanjing Medical University,China,Eastern Asia
Nicolaus Copernicus University in Toruń,Poland,Eastern Europe
Federal University of Santa Maria,Brazil,South America
Chemnitz University of Technology,Germany,Western Europe
Southwest University,China,Eastern Asia
Wrocław University of Technology,Poland,Eastern Europe
University of California Merced,united states,Caribbean
United Arab Emirates University,United Arab Emirates,Western Asia
Federal University of São Carlos,Brazil,South America
University of Thessaly,Greece,Eastern Europe
University of Basilicata,Italy,Western Europe
Feng Chia University,Taiwan,Eastern Asia
Federal University of Paraná,Brazil,South America
University of Almería,Spain,Western Europe
Hallym University,South Korea,Eastern Asia
Fourth Military Medical University,China,Eastern Asia
University of the Republic (Uruguay),Uruguay,South America
Dokuz Eylül University,Turkey,Western Asia
Nanjing University of Aeronautics and Astronautics,China,Eastern Asia
Public University of Navarre,Spain,Western Europe
University of A Coruña,Spain,Western Europe
Isfahan University of Technology,Iran,Southern Asia
University of New England (Australia),Australia,Oceania
Federal University of Pernambuco,Brazil,South America
Jiangsu University,China,Eastern Asia
Third Military Medical University,China,Eastern Asia
South China Normal University,China,Eastern Asia
University of Limerick,Ireland,Western Europe
Xiangtan University,China,Eastern Asia
Yangzhou University,China,Eastern Asia
Northwestern Polytechnical University,China,Eastern Asia
University of Reims Champagne Ardenne,france,Western Europe
Ibaraki University,Japan,Eastern Asia
Chung Shan Medical University,Taiwan,Eastern Asia
Alexandria University,Egypt,Northern Africa
Yuan Ze University,Taiwan,Eastern Asia
University of Cyprus,Cyprus,Western Asia
University of Silesia,Poland,Eastern Europe
Southern Medical University,China,Eastern Asia
Shiraz University,Iran,Southern Asia
University of Bucharest,Romania,Eastern Europe
Mansoura University,Egypt,Northern Africa
Amirkabir University of Technology,Iran,Southern Asia
Beijing Jiaotong University,China,Eastern Asia
University of Valenciennes and Hainaut Cambresis,france,Western Europe
University of the Algarve,Portugal,Western Europe
University of Chemistry and Technology, Prague,Czech Republic,Eastern Europe
Federal University of Ceará,Brazil,South America
Ain Shams University,Egypt,Northern Africa
University of Oldenburg,Germany,Western Europe
Federal University of Bahia,Brazil,South America
Hunan Normal University,China,Eastern Asia
Western Michigan University,united states,Caribbean
University of Seoul,South Korea,Eastern Asia
Federico Santa María Technical University,Chile,South America
Ryerson University,Canada,Caribbean
South China Agricultural University,China,Eastern Asia
Fu Jen Catholic University,Taiwan,Eastern Asia
China Pharmaceutical University,China,Eastern Asia
Tarbiat Modares University,Iran,Southern Asia
University of Puerto Rico at Mayagüez,Puerto Rico,Caribbean
National University of Rosario,Argentina,South America
University of Pau and Pays de l'Adour,france,Western Europe
Xidian University,China,Eastern Asia
Zhejiang University of Technology,China,Eastern Asia
China Medical University (PRC),China,Eastern Asia
Federal University of ABC,Brazil,South America
King Juan Carlos University,Spain,Western Europe
Beijing University of Technology,China,Eastern Asia
Guangxi University,China,Eastern Asia
Northwest A & F University,China,Eastern Asia
Shanxi University,China,Eastern Asia
Tamkang University,Taiwan,Eastern Asia
Harbin Medical University,China,Eastern Asia
Zhejiang Normal University,China,Eastern Asia
King Abdulaziz University,Saudi Arabia,Western Asia
Iran University of Science and Technology,Iran,Southern Asia
I Shou University,Taiwan,Eastern Asia
University of Maine (Le Mans),france,Western Europe
National Dong Hwa University,Taiwan,Eastern Asia
National Taipei University of Technology,Taiwan,Eastern Asia
Shaanxi Normal University,China,Eastern Asia
National University of Defense Technology,China,Eastern Asia
Yanbian University,China,Eastern Asia
